Year,Quarter,Month,Day,First HOME CURRENCY AMOUNT,TRANSACTION TYPE,month_number,Date
2019,Qtr 2,June,24,1742961.08,Receipt,6,2019/6/24
2019,Qtr 2,June,25,45493.77,Credit Note,6,2019/6/25
2019,Qtr 2,June,25,5884909.84,Invoice,6,2019/6/25
2019,Qtr 2,June,25,2155595.79,Receipt,6,2019/6/25
2019,Qtr 2,June,26,44797.01,Credit Note,6,2019/6/26
2019,Qtr 2,June,26,4945912.5,Invoice,6,2019/6/26
2019,Qtr 2,June,26,2110502.33,Receipt,6,2019/6/26
2019,Qtr 2,June,27,83663.09,Credit Note,6,2019/6/27
2019,Qtr 2,June,27,6651845.44,Invoice,6,2019/6/27
2019,Qtr 2,June,27,2811702.26,Receipt,6,2019/6/27
2019,Qtr 2,June,28,34097.5,Credit Note,6,2019/6/28
2019,Qtr 2,June,28,2674199.6,Invoice,6,2019/6/28
2019,Qtr 2,June,28,2335418.14,Receipt,6,2019/6/28
2019,Qtr 2,June,29,388027.18,Receipt,6,2019/6/29
2019,Qtr 3,July,1,39671.27,Credit Note,7,2019/7/1
2019,Qtr 3,July,1,6850850.39,Invoice,7,2019/7/1
2019,Qtr 3,July,1,7416311.93,Receipt,7,2019/7/1
2019,Qtr 3,July,2,658099.38,Credit Note,7,2019/7/2
2019,Qtr 3,July,2,7719366.93,Invoice,7,2019/7/2
2019,Qtr 3,July,2,2113583.5,Receipt,7,2019/7/2
2019,Qtr 3,July,3,587949.5,Credit Note,7,2019/7/3
2019,Qtr 3,July,3,731272.13,Invoice,7,2019/7/3
2019,Qtr 3,July,3,1210942.01,Receipt,7,2019/7/3
2019,Qtr 3,July,4,86701.8,Credit Note,7,2019/7/4
2019,Qtr 3,July,4,4366924.33,Invoice,7,2019/7/4
2019,Qtr 3,July,4,591701.9,Receipt,7,2019/7/4
2019,Qtr 3,July,5,22021.72,Credit Note,7,2019/7/5
2019,Qtr 3,July,5,7016840.26,Invoice,7,2019/7/5
2019,Qtr 3,July,5,2022783.8,Receipt,7,2019/7/5
2019,Qtr 3,July,8,5752785.17,Invoice,7,2019/7/8
2019,Qtr 3,July,8,3813052.63,Receipt,7,2019/7/8
2019,Qtr 3,July,9,175946.21,Credit Note,7,2019/7/9
2019,Qtr 3,July,9,2756349.61,Invoice,7,2019/7/9
2019,Qtr 3,July,9,2090047.86,Receipt,7,2019/7/9
2019,Qtr 3,July,10,78101.44,Credit Note,7,2019/7/10
2019,Qtr 3,July,10,4051190.31,Invoice,7,2019/7/10
2019,Qtr 3,July,10,1498411.04,Receipt,7,2019/7/10
2019,Qtr 3,July,11,292702.12,Credit Note,7,2019/7/11
2019,Qtr 3,July,11,5560235.08,Invoice,7,2019/7/11
2019,Qtr 3,July,11,3693888.99,Receipt,7,2019/7/11
2019,Qtr 3,July,12,547173.14,Credit Note,7,2019/7/12
2019,Qtr 3,July,12,5334324.09,Invoice,7,2019/7/12
2019,Qtr 3,July,12,6902753.27,Receipt,7,2019/7/12
2019,Qtr 3,July,14,4377749.61,Invoice,7,2019/7/14
2019,Qtr 3,July,15,393512.36,Credit Note,7,2019/7/15
2019,Qtr 3,July,15,8732062.42,Invoice,7,2019/7/15
2019,Qtr 3,July,15,2049111.88,Receipt,7,2019/7/15
2019,Qtr 3,July,16,30000.85,Credit Note,7,2019/7/16
2019,Qtr 3,July,16,11981995.35,Invoice,7,2019/7/16
2019,Qtr 3,July,16,1533523.19,Receipt,7,2019/7/16
2019,Qtr 3,July,17,290296.78,Credit Note,7,2019/7/17
2019,Qtr 3,July,17,3912909.68,Invoice,7,2019/7/17
2019,Qtr 3,July,17,4181767.23,Receipt,7,2019/7/17
2019,Qtr 3,July,18,561676.46,Credit Note,7,2019/7/18
2019,Qtr 3,July,18,4206713.7,Invoice,7,2019/7/18
2019,Qtr 3,July,18,4031845.55,Receipt,7,2019/7/18
2019,Qtr 3,July,19,209970.3,Credit Note,7,2019/7/19
2019,Qtr 3,July,19,5451876.77,Invoice,7,2019/7/19
2019,Qtr 3,July,19,9393033.59,Receipt,7,2019/7/19
2019,Qtr 3,July,22,198059.43,Credit Note,7,2019/7/22
2019,Qtr 3,July,22,3854438.02,Invoice,7,2019/7/22
2019,Qtr 3,July,22,1503326.54,Receipt,7,2019/7/22
2019,Qtr 3,July,23,24710.84,Credit Note,7,2019/7/23
2019,Qtr 3,July,23,7395058.82,Invoice,7,2019/7/23
2019,Qtr 3,July,23,3548318.79,Receipt,7,2019/7/23
2019,Qtr 3,July,24,164002.72,Credit Note,7,2019/7/24
2019,Qtr 3,July,24,9227714.41,Invoice,7,2019/7/24
2019,Qtr 3,July,24,254571.16,Receipt,7,2019/7/24
2019,Qtr 3,July,25,103730.47,Credit Note,7,2019/7/25
2019,Qtr 3,July,25,9660413.22,Invoice,7,2019/7/25
2019,Qtr 3,July,25,5900934.63,Receipt,7,2019/7/25
2019,Qtr 3,July,26,188013.98,Credit Note,7,2019/7/26
2019,Qtr 3,July,26,3541448.49,Invoice,7,2019/7/26
2019,Qtr 3,July,26,4104936.36,Receipt,7,2019/7/26
2019,Qtr 3,July,29,390185.04,Credit Note,7,2019/7/29
2019,Qtr 3,July,29,3505387.88,Invoice,7,2019/7/29
2019,Qtr 3,July,29,6652702.19,Receipt,7,2019/7/29
2019,Qtr 3,July,30,338042.86,Credit Note,7,2019/7/30
2019,Qtr 3,July,30,9828825.74,Invoice,7,2019/7/30
2019,Qtr 3,July,30,5593241.96,Receipt,7,2019/7/30
2019,Qtr 3,July,31,579257.87,Credit Note,7,2019/7/31
2019,Qtr 3,July,31,4315868.58,Invoice,7,2019/7/31
2019,Qtr 3,July,31,5311115.42,Receipt,7,2019/7/31
2019,Qtr 3,August,1,329974.42,Credit Note,8,2019/8/1
2019,Qtr 3,August,1,4470115.58,Invoice,8,2019/8/1
2019,Qtr 3,August,1,1075646.69,Receipt,8,2019/8/1
2019,Qtr 3,August,2,203051.73,Credit Note,8,2019/8/2
2019,Qtr 3,August,2,2880568.77,Invoice,8,2019/8/2
2019,Qtr 3,August,2,4495625.66,Receipt,8,2019/8/2
2019,Qtr 3,August,5,517722.67,Credit Note,8,2019/8/5
2019,Qtr 3,August,5,12895362.21,Invoice,8,2019/8/5
2019,Qtr 3,August,5,2544657.09,Receipt,8,2019/8/5
2019,Qtr 3,August,6,253535.6,Credit Note,8,2019/8/6
2019,Qtr 3,August,6,7299915.75,Invoice,8,2019/8/6
2019,Qtr 3,August,6,3814256.14,Receipt,8,2019/8/6
2019,Qtr 3,August,7,370769.08,Credit Note,8,2019/8/7
2019,Qtr 3,August,7,9205747.18,Invoice,8,2019/8/7
2019,Qtr 3,August,7,1856593.52,Receipt,8,2019/8/7
2019,Qtr 3,August,8,579347.05,Credit Note,8,2019/8/8
2019,Qtr 3,August,8,4706900.48,Invoice,8,2019/8/8
2019,Qtr 3,August,8,7252965.18,Receipt,8,2019/8/8
2019,Qtr 3,August,12,467722.33,Credit Note,8,2019/8/12
2019,Qtr 3,August,12,7561006,Invoice,8,2019/8/12
2019,Qtr 3,August,12,13504925.11,Receipt,8,2019/8/12
2019,Qtr 3,August,13,498837.72,Credit Note,8,2019/8/13
2019,Qtr 3,August,13,12718272.9,Invoice,8,2019/8/13
2019,Qtr 3,August,13,5092540.82,Receipt,8,2019/8/13
2019,Qtr 3,August,14,1269494.5,Credit Note,8,2019/8/14
2019,Qtr 3,August,14,12434177.68,Invoice,8,2019/8/14
2019,Qtr 3,August,14,4320438.21,Receipt,8,2019/8/14
2019,Qtr 3,August,15,967104.21,Credit Note,8,2019/8/15
2019,Qtr 3,August,15,3478927.44,Invoice,8,2019/8/15
2019,Qtr 3,August,15,4475309.25,Receipt,8,2019/8/15
2019,Qtr 3,August,16,273395.3,Credit Note,8,2019/8/16
2019,Qtr 3,August,16,4473087.51,Invoice,8,2019/8/16
2019,Qtr 3,August,16,4434170.66,Receipt,8,2019/8/16
2019,Qtr 3,August,17,103606.26,Credit Note,8,2019/8/17
2019,Qtr 3,August,17,1410816.94,Invoice,8,2019/8/17
2019,Qtr 3,August,19,1646939.42,Credit Note,8,2019/8/19
2019,Qtr 3,August,19,9832456.77,Invoice,8,2019/8/19
2019,Qtr 3,August,19,8317024.63,Receipt,8,2019/8/19
2019,Qtr 3,August,20,1503672.9,Credit Note,8,2019/8/20
2019,Qtr 3,August,20,3892249.73,Invoice,8,2019/8/20
2019,Qtr 3,August,20,2097053.35,Receipt,8,2019/8/20
2019,Qtr 3,August,21,550355.17,Credit Note,8,2019/8/21
2019,Qtr 3,August,21,10127433.48,Invoice,8,2019/8/21
2019,Qtr 3,August,21,839857.64,Receipt,8,2019/8/21
2019,Qtr 3,August,22,185509.77,Credit Note,8,2019/8/22
2019,Qtr 3,August,22,2866151.55,Invoice,8,2019/8/22
2019,Qtr 3,August,22,12110310.94,Receipt,8,2019/8/22
2019,Qtr 3,August,23,509517.64,Credit Note,8,2019/8/23
2019,Qtr 3,August,23,1636423.33,Invoice,8,2019/8/23
2019,Qtr 3,August,23,10495072.41,Receipt,8,2019/8/23
2019,Qtr 3,August,26,1303065.24,Credit Note,8,2019/8/26
2019,Qtr 3,August,26,6463681.27,Invoice,8,2019/8/26
2019,Qtr 3,August,26,5316713.75,Receipt,8,2019/8/26
2019,Qtr 3,August,27,473205.13,Credit Note,8,2019/8/27
2019,Qtr 3,August,27,4015785.48,Invoice,8,2019/8/27
2019,Qtr 3,August,27,4911525.92,Receipt,8,2019/8/27
2019,Qtr 3,August,28,798492.53,Credit Note,8,2019/8/28
2019,Qtr 3,August,28,11527753.49,Invoice,8,2019/8/28
2019,Qtr 3,August,28,2177921.39,Receipt,8,2019/8/28
2019,Qtr 3,August,29,1125938.61,Credit Note,8,2019/8/29
2019,Qtr 3,August,29,8468384.36,Invoice,8,2019/8/29
2019,Qtr 3,August,29,3616888.16,Receipt,8,2019/8/29
2019,Qtr 3,August,30,173776.93,Credit Note,8,2019/8/30
2019,Qtr 3,August,30,2462039.35,Invoice,8,2019/8/30
2019,Qtr 3,August,30,5118646.75,Receipt,8,2019/8/30
2019,Qtr 3,August,31,34648.8,Receipt,8,2019/8/31
2019,Qtr 3,September,2,124729.22,Credit Note,9,2019/9/2
2019,Qtr 3,September,2,12403685.96,Invoice,9,2019/9/2
2019,Qtr 3,September,2,4067147.12,Receipt,9,2019/9/2
2019,Qtr 3,September,3,679118.61,Credit Note,9,2019/9/3
2019,Qtr 3,September,3,9279687.6,Invoice,9,2019/9/3
2019,Qtr 3,September,3,4707548.42,Receipt,9,2019/9/3
2019,Qtr 3,September,4,268215.07,Credit Note,9,2019/9/4
2019,Qtr 3,September,4,2234631.9,Invoice,9,2019/9/4
2019,Qtr 3,September,4,9184696.88,Receipt,9,2019/9/4
2019,Qtr 3,September,5,191176.19,Credit Note,9,2019/9/5
2019,Qtr 3,September,5,8796968.53,Invoice,9,2019/9/5
2019,Qtr 3,September,5,4151488.68,Receipt,9,2019/9/5
2019,Qtr 3,September,6,131209.45,Credit Note,9,2019/9/6
2019,Qtr 3,September,6,6014712.48,Invoice,9,2019/9/6
2019,Qtr 3,September,6,10331639.17,Receipt,9,2019/9/6
2019,Qtr 3,September,9,714622.73,Credit Note,9,2019/9/9
2019,Qtr 3,September,9,2637857.53,Invoice,9,2019/9/9
2019,Qtr 3,September,9,5122376.01,Receipt,9,2019/9/9
2019,Qtr 3,September,10,1887607.04,Credit Note,9,2019/9/10
2019,Qtr 3,September,10,7228391.82,Invoice,9,2019/9/10
2019,Qtr 3,September,10,3456538.25,Receipt,9,2019/9/10
2019,Qtr 3,September,11,422339.88,Credit Note,9,2019/9/11
2019,Qtr 3,September,11,4840831.31,Invoice,9,2019/9/11
2019,Qtr 3,September,11,4188240.44,Receipt,9,2019/9/11
2019,Qtr 3,September,12,2144501.89,Credit Note,9,2019/9/12
2019,Qtr 3,September,12,7212088.28,Invoice,9,2019/9/12
2019,Qtr 3,September,12,8989110.86,Receipt,9,2019/9/12
2019,Qtr 3,September,13,354508.21,Credit Note,9,2019/9/13
2019,Qtr 3,September,13,3394772.54,Invoice,9,2019/9/13
2019,Qtr 3,September,13,5135159.88,Receipt,9,2019/9/13
2019,Qtr 3,September,15,572759.44,Invoice,9,2019/9/15
2019,Qtr 3,September,16,149190.4,Credit Note,9,2019/9/16
2019,Qtr 3,September,16,1853621.02,Invoice,9,2019/9/16
2019,Qtr 3,September,16,1728734.65,Receipt,9,2019/9/16
2019,Qtr 3,September,17,628538.47,Credit Note,9,2019/9/17
2019,Qtr 3,September,17,12932130.8,Invoice,9,2019/9/17
2019,Qtr 3,September,17,7511885.2,Receipt,9,2019/9/17
2019,Qtr 3,September,18,1359461.67,Credit Note,9,2019/9/18
2019,Qtr 3,September,18,11578916.21,Invoice,9,2019/9/18
2019,Qtr 3,September,18,6842147.82,Receipt,9,2019/9/18
2019,Qtr 3,September,19,58227.32,Credit Note,9,2019/9/19
2019,Qtr 3,September,19,6252508.74,Invoice,9,2019/9/19
2019,Qtr 3,September,19,12511094.14,Receipt,9,2019/9/19
2019,Qtr 3,September,20,75892.24,Credit Note,9,2019/9/20
2019,Qtr 3,September,20,3866500.02,Invoice,9,2019/9/20
2019,Qtr 3,September,20,6121652.6,Receipt,9,2019/9/20
2019,Qtr 3,September,23,366146.39,Credit Note,9,2019/9/23
2019,Qtr 3,September,23,2687178.95,Invoice,9,2019/9/23
2019,Qtr 3,September,23,3385365.89,Receipt,9,2019/9/23
2019,Qtr 3,September,25,104654.98,Credit Note,9,2019/9/25
2019,Qtr 3,September,25,6389499.36,Invoice,9,2019/9/25
2019,Qtr 3,September,25,9721127.3,Receipt,9,2019/9/25
2019,Qtr 3,September,26,253397.22,Credit Note,9,2019/9/26
2019,Qtr 3,September,26,5277508.14,Invoice,9,2019/9/26
2019,Qtr 3,September,26,3347349.56,Receipt,9,2019/9/26
2019,Qtr 3,September,27,177662.82,Credit Note,9,2019/9/27
2019,Qtr 3,September,27,6479317.83,Invoice,9,2019/9/27
2019,Qtr 3,September,27,4742653.56,Receipt,9,2019/9/27
2019,Qtr 3,September,30,5487269.6,Invoice,9,2019/9/30
2019,Qtr 3,September,30,7414384.42,Receipt,9,2019/9/30
2019,Qtr 4,October,1,498838.85,Credit Note,10,2019/10/1
2019,Qtr 4,October,1,4444909.13,Invoice,10,2019/10/1
2019,Qtr 4,October,1,7392026.41,Receipt,10,2019/10/1
2019,Qtr 4,October,2,153348.33,Credit Note,10,2019/10/2
2019,Qtr 4,October,2,774269.67,Invoice,10,2019/10/2
2019,Qtr 4,October,2,3870430.63,Receipt,10,2019/10/2
2019,Qtr 4,October,3,290343.85,Credit Note,10,2019/10/3
2019,Qtr 4,October,3,2009012.31,Invoice,10,2019/10/3
2019,Qtr 4,October,3,7196454.41,Receipt,10,2019/10/3
2019,Qtr 4,October,4,815588.44,Credit Note,10,2019/10/4
2019,Qtr 4,October,4,2016583.81,Invoice,10,2019/10/4
2019,Qtr 4,October,4,7454126.75,Receipt,10,2019/10/4
2019,Qtr 4,October,5,2170278.95,Invoice,10,2019/10/5
2019,Qtr 4,October,7,799786.01,Credit Note,10,2019/10/7
2019,Qtr 4,October,7,4966150.47,Invoice,10,2019/10/7
2019,Qtr 4,October,7,4115007.43,Receipt,10,2019/10/7
2019,Qtr 4,October,8,2653300.64,Receipt,10,2019/10/8
2019,Qtr 4,October,9,2168470.22,Credit Note,10,2019/10/9
2019,Qtr 4,October,9,1337680.55,Invoice,10,2019/10/9
2019,Qtr 4,October,9,8580957.74,Receipt,10,2019/10/9
2019,Qtr 4,October,10,15860.62,Credit Note,10,2019/10/10
2019,Qtr 4,October,10,1195409.14,Invoice,10,2019/10/10
2019,Qtr 4,October,10,4754348.65,Receipt,10,2019/10/10
2019,Qtr 4,October,11,110975.76,Credit Note,10,2019/10/11
2019,Qtr 4,October,11,1829942.17,Invoice,10,2019/10/11
2019,Qtr 4,October,11,17445981.16,Receipt,10,2019/10/11
2019,Qtr 4,October,14,765534.45,Credit Note,10,2019/10/14
2019,Qtr 4,October,14,172166.65,Invoice,10,2019/10/14
2019,Qtr 4,October,14,3037799.65,Receipt,10,2019/10/14
2019,Qtr 4,October,15,746153.3,Credit Note,10,2019/10/15
2019,Qtr 4,October,15,2232439.93,Invoice,10,2019/10/15
2019,Qtr 4,October,15,6279666.43,Receipt,10,2019/10/15
2019,Qtr 4,October,16,247102.95,Credit Note,10,2019/10/16
2019,Qtr 4,October,16,5944877.22,Receipt,10,2019/10/16
2019,Qtr 4,October,17,929902.51,Credit Note,10,2019/10/17
2019,Qtr 4,October,17,825090.22,Invoice,10,2019/10/17
2019,Qtr 4,October,17,4353821.11,Receipt,10,2019/10/17
2019,Qtr 4,October,18,40883.48,Credit Note,10,2019/10/18
2019,Qtr 4,October,18,551878.55,Invoice,10,2019/10/18
2019,Qtr 4,October,18,8328536.76,Receipt,10,2019/10/18
2019,Qtr 4,October,21,38086.79,Credit Note,10,2019/10/21
2019,Qtr 4,October,21,348671.82,Invoice,10,2019/10/21
2019,Qtr 4,October,21,1754826.44,Receipt,10,2019/10/21
2019,Qtr 4,October,22,584748.32,Credit Note,10,2019/10/22
2019,Qtr 4,October,22,2285269.33,Invoice,10,2019/10/22
2019,Qtr 4,October,22,7944310.83,Receipt,10,2019/10/22
2019,Qtr 4,October,23,84581,Credit Note,10,2019/10/23
2019,Qtr 4,October,23,1022578.6,Invoice,10,2019/10/23
2019,Qtr 4,October,23,3735122.49,Receipt,10,2019/10/23
2019,Qtr 4,October,24,27521.42,Credit Note,10,2019/10/24
2019,Qtr 4,October,24,213933.98,Invoice,10,2019/10/24
2019,Qtr 4,October,24,538132.78,Receipt,10,2019/10/24
2019,Qtr 4,October,25,25354.42,Credit Note,10,2019/10/25
2019,Qtr 4,October,25,812427.31,Invoice,10,2019/10/25
2019,Qtr 4,October,25,2325491.9,Receipt,10,2019/10/25
2019,Qtr 4,October,28,584370.44,Credit Note,10,2019/10/28
2019,Qtr 4,October,28,439109.34,Invoice,10,2019/10/28
2019,Qtr 4,October,28,734959.1,Receipt,10,2019/10/28
2019,Qtr 4,October,29,775541.43,Credit Note,10,2019/10/29
2019,Qtr 4,October,29,749025.03,Invoice,10,2019/10/29
2019,Qtr 4,October,29,3523354.36,Receipt,10,2019/10/29
2019,Qtr 4,October,30,109882.22,Credit Note,10,2019/10/30
2019,Qtr 4,October,30,839422.97,Invoice,10,2019/10/30
2019,Qtr 4,October,30,8335132.86,Receipt,10,2019/10/30
2019,Qtr 4,October,31,495145.19,Credit Note,10,2019/10/31
2019,Qtr 4,October,31,252638.75,Invoice,10,2019/10/31
2019,Qtr 4,October,31,3404456.62,Receipt,10,2019/10/31
2019,Qtr 4,November,1,115648.44,Credit Note,11,2019/11/1
2019,Qtr 4,November,1,4924909.86,Receipt,11,2019/11/1
2019,Qtr 4,November,4,1535278.51,Credit Note,11,2019/11/4
2019,Qtr 4,November,4,866006.58,Invoice,11,2019/11/4
2019,Qtr 4,November,4,3358975.89,Receipt,11,2019/11/4
2019,Qtr 4,November,5,484015.72,Credit Note,11,2019/11/5
2019,Qtr 4,November,5,129132.23,Invoice,11,2019/11/5
2019,Qtr 4,November,5,320047.49,Receipt,11,2019/11/5
2019,Qtr 4,November,6,828080.43,Credit Note,11,2019/11/6
2019,Qtr 4,November,6,31763.63,Invoice,11,2019/11/6
2019,Qtr 4,November,6,5581539.96,Receipt,11,2019/11/6
2019,Qtr 4,November,7,1376107.47,Credit Note,11,2019/11/7
2019,Qtr 4,November,7,75627.53,Invoice,11,2019/11/7
2019,Qtr 4,November,7,779233,Receipt,11,2019/11/7
